Time(sec)	CellId	BwpId	IMSI	pathLoss(dB)
6.62	1	0	2	-117.181
6.62	3	0	3	-75.406
6.625	1	0	2	-117.181
6.625	3	0	3	-75.406
6.63	1	0	2	-117.181
6.63	3	0	3	-75.406
6.635	1	0	2	-117.181
6.635	3	0	3	-75.406
6.639	3	0	3	-75.406
6.64	1	0	2	-117.181
6.64	3	0	3	-75.406
6.645	1	0	2	-117.181
6.645	3	0	3	-75.406
6.65	1	0	2	-117.181
6.65	3	0	3	-75.406
6.655	1	0	2	-117.181
6.655	3	0	3	-75.406
6.66	1	0	2	-117.181
6.66	3	0	3	-75.406
6.665	1	0	2	-117.181
6.665	3	0	3	-75.406
6.67	1	0	2	-117.181
6.67	3	0	3	-75.406
6.675	1	0	2	-117.181
6.675	3	0	3	-75.406
6.68	1	0	2	-117.181
6.68	3	0	3	-75.406
6.685	1	0	2	-117.181
6.685	3	0	3	-75.406
6.69	1	0	2	-117.181
6.69	3	0	3	-75.406
6.695	1	0	2	-117.181
6.695	3	0	3	-75.406
6.696	1	0	2	-117.181
6.7	1	0	2	-117.181
6.7	3	0	3	-75.406
6.705	1	0	2	-117.181
6.705	3	0	3	-75.406
6.71	1	0	2	-117.181
6.71	3	0	3	-75.406
6.715	1	0	2	-117.181
6.715	3	0	3	-75.406
6.719	3	0	3	-75.406
6.72	1	0	2	-117.181
6.72	3	0	3	-75.406
6.725	1	0	2	-117.181
6.725	3	0	3	-75.406
6.73	1	0	2	-117.181
6.73	3	0	3	-75.406
6.735	1	0	2	-117.181
6.735	3	0	3	-75.406
6.74	1	0	2	-117.181
6.74	3	0	3	-75.406
6.745	1	0	2	-117.181
6.745	3	0	3	-75.406
6.75	1	0	2	-117.181
6.75	3	0	3	-75.406
6.755	1	0	2	-117.181
6.755	3	0	3	-75.406
6.76	1	0	2	-117.181
6.76	3	0	3	-75.406
6.765	1	0	2	-117.181
6.765	3	0	3	-75.406
6.77	1	0	2	-117.181
6.77	3	0	3	-75.406
6.775	1	0	2	-117.181
6.775	3	0	3	-75.406
6.776	1	0	2	-117.181
6.78	1	0	2	-117.181
6.78	3	0	3	-75.406
6.785	1	0	2	-117.181
6.785	3	0	3	-75.406
6.79	1	0	2	-117.181
6.79	3	0	3	-75.406
6.795	1	0	2	-117.181
6.795	3	0	3	-75.406
6.799	3	0	3	-75.406
6.8	1	0	2	-117.181
6.8	3	0	3	-75.406
6.805	1	0	2	-117.181
6.805	3	0	3	-75.406
6.81	1	0	2	-117.181
6.81	3	0	3	-75.406
6.815	1	0	2	-117.181
6.815	3	0	3	-75.406
6.82	1	0	2	-117.181
6.82	3	0	3	-75.406
6.825	1	0	2	-117.181
6.825	3	0	3	-75.406
6.83	1	0	2	-117.181
6.83	3	0	3	-75.406
6.835	1	0	2	-117.181
6.835	3	0	3	-75.406
6.84	1	0	2	-117.181
6.84	3	0	3	-75.406
6.845	1	0	2	-117.181
6.845	3	0	3	-75.406
6.85	1	0	2	-117.181
6.85	3	0	3	-75.406
6.855	1	0	2	-117.181
6.855	3	0	3	-75.406
6.856	1	0	2	-117.181
6.86	1	0	2	-117.181
6.86	3	0	3	-75.406
6.865	1	0	2	-117.181
6.865	3	0	3	-75.406
6.87	1	0	2	-117.181
6.87	3	0	3	-75.406
6.875	1	0	2	-117.181
6.875	3	0	3	-75.406
6.879	3	0	3	-75.406
6.88	1	0	2	-117.181
6.88	3	0	3	-75.406
6.885	1	0	2	-117.181
6.885	3	0	3	-75.406
6.89	1	0	2	-117.181
6.89	3	0	3	-75.406
6.895	1	0	2	-117.181
6.895	3	0	3	-75.406
6.9	1	0	2	-117.181
6.9	3	0	3	-75.406
6.905	1	0	2	-117.181
6.905	3	0	3	-75.406
6.91	1	0	2	-117.181
6.91	3	0	3	-75.406
6.915	1	0	2	-117.181
6.915	3	0	3	-75.406
6.92	1	0	2	-117.181
6.92	3	0	3	-75.406
6.925	1	0	2	-117.181
6.925	3	0	3	-75.406
6.93	1	0	2	-117.181
6.93	3	0	3	-75.406
6.935	1	0	2	-117.181
6.935	3	0	3	-75.406
6.936	1	0	2	-117.181
6.94	1	0	2	-117.181
6.94	3	0	3	-75.406
6.945	1	0	2	-117.181
6.945	3	0	3	-75.406
6.95	1	0	2	-117.181
6.95	3	0	3	-75.406
6.955	1	0	2	-117.181
6.955	3	0	3	-75.406
6.959	3	0	3	-75.406
6.96	1	0	2	-117.181
6.96	3	0	3	-75.406
6.965	1	0	2	-117.181
6.965	3	0	3	-75.406
6.97	1	0	2	-117.181
6.97	3	0	3	-75.406
6.975	1	0	2	-117.181
6.975	3	0	3	-75.406
6.98	1	0	2	-117.181
6.98	3	0	3	-75.406
6.985	1	0	2	-117.181
6.985	3	0	3	-75.406
6.99	1	0	2	-117.181
6.99	3	0	3	-75.406
6.995	1	0	2	-117.181
6.995	3	0	3	-75.406
7	1	0	2	-117.181
7	3	0	3	-75.406
7.005	1	0	2	-117.181
7.005	3	0	3	-75.406
7.01	1	0	2	-117.181
7.01	3	0	3	-75.406
7.015	1	0	2	-117.181
7.015	3	0	3	-75.406
7.016	1	0	2	-117.181
7.02	1	0	2	-117.181
7.02	3	0	3	-75.406
7.025	1	0	2	-117.181
7.025	3	0	3	-75.406
7.03	1	0	2	-117.181
7.03	3	0	3	-75.406
7.035	1	0	2	-117.181
7.035	3	0	3	-75.406
7.039	3	0	3	-75.406
7.04	1	0	2	-117.181
7.04	3	0	3	-75.406
7.045	1	0	2	-117.181
7.045	3	0	3	-75.406
7.05	1	0	2	-117.181
7.05	3	0	3	-75.406
7.055	1	0	2	-117.181
7.055	3	0	3	-75.406
7.06	1	0	2	-117.181
7.06	3	0	3	-75.406
7.065	1	0	2	-117.181
7.065	3	0	3	-75.406
7.07	1	0	2	-117.181
7.07	3	0	3	-75.406
7.075	1	0	2	-117.181
7.075	3	0	3	-75.406
7.08	1	0	2	-117.181
7.08	3	0	3	-75.406
7.085	1	0	2	-117.181
7.085	3	0	3	-75.406
7.09	1	0	2	-117.181
7.09	3	0	3	-75.406
7.095	1	0	2	-117.181
7.095	3	0	3	-75.406
7.096	1	0	2	-117.181
7.1	1	0	2	-117.181
7.1	3	0	3	-75.406
7.105	1	0	2	-117.181
7.105	3	0	3	-75.406
7.11	1	0	2	-117.181
7.11	3	0	3	-75.406
7.115	1	0	2	-117.181
7.115	3	0	3	-75.406
7.119	3	0	3	-75.406
7.12	1	0	2	-117.181
7.12	3	0	3	-75.406
7.125	1	0	2	-117.181
7.125	3	0	3	-75.406
7.13	1	0	2	-117.181
7.13	3	0	3	-75.406
7.135	1	0	2	-117.181
7.135	3	0	3	-75.406
7.14	1	0	2	-117.181
7.14	3	0	3	-75.406
7.145	1	0	2	-117.181
7.145	3	0	3	-75.406
7.15	1	0	2	-117.181
7.15	3	0	3	-75.406
7.155	1	0	2	-117.181
7.155	3	0	3	-75.406
7.16	1	0	2	-117.181
7.16	3	0	3	-75.406
7.165	1	0	2	-117.181
7.165	3	0	3	-75.406
7.17	1	0	2	-117.181
7.17	3	0	3	-75.406
7.175	1	0	2	-117.181
7.175	3	0	3	-75.406
7.176	1	0	2	-117.181
7.18	1	0	2	-117.181
7.18	3	0	3	-75.406
7.185	1	0	2	-117.181
7.185	3	0	3	-75.406
7.19	1	0	2	-117.181
7.19	3	0	3	-75.406
7.195	1	0	2	-117.181
7.195	3	0	3	-75.406
7.199	3	0	3	-75.406
7.2	1	0	2	-117.181
7.2	3	0	3	-75.406
7.205	1	0	2	-117.181
7.205	3	0	3	-75.406
7.21	1	0	2	-117.181
7.21	3	0	3	-75.406
7.215	1	0	2	-117.181
7.215	3	0	3	-75.406
7.22	1	0	2	-117.181
7.22	3	0	3	-75.406
7.225	1	0	2	-117.181
7.225	3	0	3	-75.406
7.23	1	0	2	-117.181
7.23	3	0	3	-75.406
7.235	1	0	2	-117.181
7.235	3	0	3	-75.406
7.24	1	0	2	-117.181
7.24	3	0	3	-75.406
7.245	1	0	2	-117.181
7.245	3	0	3	-75.406
7.25	1	0	2	-117.181
7.25	3	0	3	-75.406
7.255	1	0	2	-117.181
7.255	3	0	3	-75.406
7.256	1	0	2	-117.181
7.26	1	0	2	-117.181
7.26	3	0	3	-75.406
7.265	1	0	2	-117.181
7.265	3	0	3	-75.406
7.27	1	0	2	-117.181
7.27	3	0	3	-75.406
7.275	1	0	2	-117.181
7.275	3	0	3	-75.406
7.279	3	0	3	-75.406
7.28	1	0	2	-117.181
7.28	3	0	3	-75.406
7.285	1	0	2	-117.181
7.285	3	0	3	-75.406
7.29	1	0	2	-117.181
7.29	3	0	3	-75.406
7.295	1	0	2	-117.181
7.295	3	0	3	-75.406
7.3	1	0	2	-117.181
7.3	3	0	3	-75.406
7.305	1	0	2	-117.181
7.305	3	0	3	-75.406
7.31	1	0	2	-117.181
7.31	3	0	3	-75.406
7.315	1	0	2	-117.181
7.315	3	0	3	-75.406
7.32	1	0	2	-117.181
7.32	3	0	3	-75.406
7.325	1	0	2	-117.181
7.325	3	0	3	-75.406
7.33	1	0	2	-117.181
7.33	3	0	3	-75.406
7.335	1	0	2	-117.181
7.335	3	0	3	-75.406
7.336	1	0	2	-117.181
7.34	1	0	2	-117.181
7.34	3	0	3	-75.406
7.345	1	0	2	-117.181
7.345	3	0	3	-75.406
7.35	1	0	2	-117.181
7.35	3	0	3	-75.406
7.355	1	0	2	-117.181
7.355	3	0	3	-75.406
7.359	3	0	3	-75.406
7.36	1	0	2	-117.181
7.36	3	0	3	-75.406
7.365	1	0	2	-117.181
7.365	3	0	3	-75.406
7.37	1	0	2	-117.181
7.37	3	0	3	-75.406
7.375	1	0	2	-117.181
7.375	3	0	3	-75.406
7.38	1	0	2	-117.181
7.38	3	0	3	-75.406
7.385	1	0	2	-117.181
7.385	3	0	3	-75.406
7.39	1	0	2	-117.181
7.39	3	0	3	-75.406
7.395	1	0	2	-117.181
7.395	3	0	3	-75.406
7.4	1	0	2	-117.181
7.4	3	0	3	-75.406
7.405	1	0	2	-117.181
7.405	3	0	3	-75.406
7.41	1	0	2	-117.181
7.41	3	0	3	-75.406
7.415	1	0	2	-117.181
7.415	3	0	3	-75.406
7.416	1	0	2	-117.181
7.42	1	0	2	-117.181
7.42	3	0	3	-75.406
7.425	1	0	2	-117.181
7.425	3	0	3	-75.406
7.43	1	0	2	-117.181
7.43	3	0	3	-75.406
7.435	1	0	2	-117.181
7.435	3	0	3	-75.406
7.439	3	0	3	-75.406
7.44	1	0	2	-117.181
7.44	3	0	3	-75.406
7.445	1	0	2	-117.181
7.445	3	0	3	-75.406
7.45	1	0	2	-117.181
7.45	3	0	3	-75.406
7.455	1	0	2	-117.181
7.455	3	0	3	-75.406
7.46	1	0	2	-117.181
7.46	3	0	3	-75.406
7.465	1	0	2	-117.181
7.465	3	0	3	-75.406
7.47	1	0	2	-117.181
7.47	3	0	3	-75.406
7.475	1	0	2	-117.181
7.475	3	0	3	-75.406
7.48	1	0	2	-117.181
7.48	3	0	3	-75.406
7.485	1	0	2	-117.181
7.485	3	0	3	-75.406
7.49	1	0	2	-117.181
7.49	3	0	3	-75.406
7.495	1	0	2	-117.181
7.495	3	0	3	-75.406
7.496	1	0	2	-117.181
7.5	1	0	2	-117.181
7.5	3	0	3	-75.406
7.505	1	0	2	-117.181
7.505	3	0	3	-75.406
7.51	1	0	2	-117.181
7.51	3	0	3	-75.406
7.515	1	0	2	-117.181
7.515	3	0	3	-75.406
7.519	3	0	3	-75.406
7.52	1	0	2	-117.181
7.52	3	0	3	-75.406
7.525	1	0	2	-117.181
7.525	3	0	3	-75.406
7.53	1	0	2	-117.181
7.53	3	0	3	-75.406
7.535	1	0	2	-117.181
7.535	3	0	3	-75.406
7.54	1	0	2	-117.181
7.54	3	0	3	-75.406
7.545	1	0	2	-117.181
7.545	3	0	3	-75.406
7.55	1	0	2	-117.181
7.55	3	0	3	-75.406
7.555	1	0	2	-117.181
7.555	3	0	3	-75.406
7.56	1	0	2	-117.181
7.56	3	0	3	-75.406
7.565	1	0	2	-117.181
7.565	3	0	3	-75.406
7.57	1	0	2	-117.181
7.57	3	0	3	-75.406
7.575	1	0	2	-117.181
7.575	3	0	3	-75.406
7.576	1	0	2	-117.181
7.58	1	0	2	-117.181
7.58	3	0	3	-75.406
7.585	1	0	2	-117.181
7.585	3	0	3	-75.406
7.59	1	0	2	-117.181
7.59	3	0	3	-75.406
7.595	1	0	2	-117.181
7.595	3	0	3	-75.406
7.599	3	0	3	-75.406
7.6	1	0	2	-117.181
7.6	3	0	3	-75.406
7.605	1	0	2	-117.181
7.605	3	0	3	-75.406
7.61	1	0	2	-117.181
7.61	3	0	3	-75.406
7.615	1	0	2	-117.181
7.615	3	0	3	-75.406
7.62	1	0	2	-117.181
7.62	3	0	3	-75.406
7.625	1	0	2	-117.181
7.625	3	0	3	-75.406
7.63	1	0	2	-117.181
7.63	3	0	3	-75.406
7.635	1	0	2	-117.181
7.635	3	0	3	-75.406
7.64	1	0	2	-117.181
7.64	3	0	3	-75.406
7.645	1	0	2	-117.181
7.645	3	0	3	-75.406
7.65	1	0	2	-117.181
7.65	3	0	3	-75.406
7.655	1	0	2	-117.181
7.655	3	0	3	-75.406
7.656	1	0	2	-117.181
7.66	1	0	2	-117.181
7.66	3	0	3	-75.406
7.665	1	0	2	-117.181
7.665	3	0	3	-75.406
7.67	1	0	2	-117.181
7.67	3	0	3	-75.406
7.675	1	0	2	-117.181
7.675	3	0	3	-75.406
7.679	3	0	3	-75.406
7.68	1	0	2	-117.181
7.68	3	0	3	-75.406
7.685	1	0	2	-117.181
7.685	3	0	3	-75.406
7.69	1	0	2	-117.181
7.69	3	0	3	-75.406
7.695	1	0	2	-117.181
7.695	3	0	3	-75.406
7.7	1	0	2	-117.181
7.7	3	0	3	-75.406
7.705	1	0	2	-117.181
7.705	3	0	3	-75.406
7.71	1	0	2	-117.181
7.71	3	0	3	-75.406
7.715	1	0	2	-117.181
7.715	3	0	3	-75.406
7.72	1	0	2	-117.181
7.72	3	0	3	-75.406
7.725	1	0	2	-117.181
7.725	3	0	3	-75.406
7.73	1	0	2	-117.181
7.73	3	0	3	-75.406
7.735	1	0	2	-117.181
7.735	3	0	3	-75.406
7.736	1	0	2	-117.181
7.74	1	0	2	-117.181
7.74	3	0	3	-75.406
7.745	1	0	2	-117.181
7.745	3	0	3	-75.406
7.75	1	0	2	-117.181
7.75	3	0	3	-75.406
7.755	1	0	2	-117.181
7.755	3	0	3	-75.406
7.759	3	0	3	-75.406
7.76	1	0	2	-117.181
7.76	3	0	3	-75.406
7.765	1	0	2	-117.181
7.765	3	0	3	-75.406
7.77	1	0	2	-117.181
7.77	3	0	3	-75.406
7.775	1	0	2	-117.181
7.775	3	0	3	-75.406
7.78	1	0	2	-117.181
7.78	3	0	3	-75.406
7.785	1	0	2	-117.181
7.785	3	0	3	-75.406
7.79	1	0	2	-117.181
7.79	3	0	3	-75.406
7.795	1	0	2	-117.181
7.795	3	0	3	-75.406
7.8	1	0	2	-117.181
7.8	3	0	3	-75.406
7.805	1	0	2	-117.181
7.805	3	0	3	-75.406
7.81	1	0	2	-117.181
7.81	3	0	3	-75.406
7.815	1	0	2	-117.181
7.815	3	0	3	-75.406
7.816	1	0	2	-117.181
7.82	1	0	2	-117.181
7.82	3	0	3	-75.406
7.825	1	0	2	-117.181
7.825	3	0	3	-75.406
7.83	1	0	2	-117.181
7.83	3	0	3	-75.406
7.835	1	0	2	-117.181
7.835	3	0	3	-75.406
7.839	3	0	3	-75.406
7.84	1	0	2	-117.181
7.84	3	0	3	-75.406
7.845	1	0	2	-117.181
7.845	3	0	3	-75.406
7.85	1	0	2	-117.181
7.85	3	0	3	-75.406
7.855	1	0	2	-117.181
7.855	3	0	3	-75.406
7.86	1	0	2	-117.181
7.86	3	0	3	-75.406
7.865	1	0	2	-117.181
7.865	3	0	3	-75.406
7.87	1	0	2	-117.181
7.87	3	0	3	-75.406
7.875	1	0	2	-117.181
7.875	3	0	3	-75.406
7.88	1	0	2	-117.181
7.88	3	0	3	-75.406
7.885	1	0	2	-117.181
7.885	3	0	3	-75.406
7.89	1	0	2	-117.181
7.89	3	0	3	-75.406
7.895	1	0	2	-117.181
7.895	3	0	3	-75.406
7.896	1	0	2	-117.181
7.9	1	0	2	-117.181
7.9	3	0	3	-75.406
7.905	1	0	2	-117.181
7.905	3	0	3	-75.406
7.91	1	0	2	-117.181
7.91	3	0	3	-75.406
7.915	1	0	2	-117.181
7.915	3	0	3	-75.406
7.919	3	0	3	-75.406
7.92	1	0	2	-117.181
7.92	3	0	3	-75.406
7.925	1	0	2	-117.181
7.925	3	0	3	-75.406
7.93	1	0	2	-117.181
7.93	3	0	3	-75.406
7.935	1	0	2	-117.181
7.935	3	0	3	-75.406
7.94	1	0	2	-117.181
7.94	3	0	3	-75.406
7.945	1	0	2	-117.181
7.945	3	0	3	-75.406
7.95	1	0	2	-117.181
7.95	3	0	3	-75.406
7.955	1	0	2	-117.181
7.955	3	0	3	-75.406
7.96	1	0	2	-117.181
7.96	3	0	3	-75.406
7.965	1	0	2	-117.181
7.965	3	0	3	-75.406
7.97	1	0	2	-117.181
7.97	3	0	3	-75.406
7.975	1	0	2	-117.181
7.975	3	0	3	-75.406
7.976	1	0	2	-117.181
7.98	1	0	2	-117.181
7.98	3	0	3	-75.406
7.985	1	0	2	-117.181
7.985	3	0	3	-75.406
7.99	1	0	2	-117.181
7.99	3	0	3	-75.406
7.995	1	0	2	-117.181
7.995	3	0	3	-75.406
7.999	3	0	3	-75.406
8	1	0	2	-117.181
8	3	0	3	-75.406
8.005	1	0	2	-117.181
8.005	3	0	3	-75.406
8.01	1	0	2	-117.181
8.01	3	0	3	-75.406
8.015	1	0	2	-117.181
8.015	3	0	3	-75.406
8.02	1	0	2	-117.181
8.02	3	0	3	-75.406
8.025	1	0	2	-117.181
8.025	3	0	3	-75.406
8.03	1	0	2	-117.181
8.03	3	0	3	-75.406
8.035	1	0	2	-117.181
8.035	3	0	3	-75.406
8.04	1	0	2	-117.181
8.04	3	0	3	-75.406
8.045	1	0	2	-117.181
8.045	3	0	3	-75.406
8.05	1	0	2	-117.181
8.05	3	0	3	-75.406
8.055	1	0	2	-117.181
8.055	3	0	3	-75.406
8.056	1	0	2	-117.181
8.06	1	0	2	-117.181
8.06	3	0	3	-75.406
8.065	1	0	2	-117.181
8.065	3	0	3	-75.406
8.07	1	0	2	-117.181
8.07	3	0	3	-75.406
8.075	1	0	2	-117.181
8.075	3	0	3	-75.406
8.079	3	0	3	-75.406
8.08	1	0	2	-117.181
8.08	3	0	3	-75.406
8.085	1	0	2	-117.181
8.085	3	0	3	-75.406
8.09	1	0	2	-117.181
8.09	3	0	3	-75.406
8.095	1	0	2	-117.181
8.095	3	0	3	-75.406
8.1	1	0	2	-117.181
8.1	3	0	3	-75.406
8.105	1	0	2	-117.181
8.105	3	0	3	-75.406
8.11	1	0	2	-117.181
8.11	3	0	3	-75.406
8.115	1	0	2	-117.181
8.115	3	0	3	-75.406
8.12	1	0	2	-117.181
8.12	3	0	3	-75.406
8.125	1	0	2	-117.181
8.125	3	0	3	-75.406
8.13	1	0	2	-117.181
8.13	3	0	3	-75.406
8.135	1	0	2	-117.181
8.135	3	0	3	-75.406
8.136	1	0	2	-117.181
8.14	1	0	2	-117.181
8.14	3	0	3	-75.406
8.145	1	0	2	-117.181
8.145	3	0	3	-75.406
8.15	1	0	2	-117.181
8.15	3	0	3	-75.406
8.155	1	0	2	-117.181
8.155	3	0	3	-75.406
8.159	3	0	3	-75.406
8.16	1	0	2	-117.181
8.16	3	0	3	-75.406
8.165	1	0	2	-117.181
8.165	3	0	3	-75.406
8.17	1	0	2	-117.181
8.17	3	0	3	-75.406
8.175	1	0	2	-117.181
8.175	3	0	3	-75.406
8.18	1	0	2	-117.181
8.18	3	0	3	-75.406
8.185	1	0	2	-117.181
8.185	3	0	3	-75.406
8.19	1	0	2	-117.181
8.19	3	0	3	-75.406
8.195	1	0	2	-117.181
8.195	3	0	3	-75.406
8.2	1	0	2	-117.181
8.2	3	0	3	-75.406
8.205	1	0	2	-117.181
8.205	3	0	3	-75.406
8.21	1	0	2	-117.181
8.21	3	0	3	-75.406
8.215	1	0	2	-117.181
8.215	3	0	3	-75.406
8.216	1	0	2	-117.181
8.22	1	0	2	-117.181
8.22	3	0	3	-75.406
8.225	1	0	2	-117.181
8.225	3	0	3	-75.406
8.23	1	0	2	-117.181
8.23	3	0	3	-75.406
8.235	1	0	2	-117.181
8.235	3	0	3	-75.406
8.239	3	0	3	-75.406
8.24	1	0	2	-117.181
8.24	3	0	3	-75.406
8.245	1	0	2	-117.181
8.245	3	0	3	-75.406
8.25	1	0	2	-117.181
8.25	3	0	3	-75.406
8.255	1	0	2	-117.181
8.255	3	0	3	-75.406
8.26	1	0	2	-117.181
8.26	3	0	3	-75.406
8.265	1	0	2	-117.181
8.265	3	0	3	-75.406
8.27	1	0	2	-117.181
8.27	3	0	3	-75.406
8.275	1	0	2	-117.181
8.275	3	0	3	-75.406
8.28	1	0	2	-117.181
8.28	3	0	3	-75.406
8.285	1	0	2	-117.181
8.285	3	0	3	-75.406
8.29	1	0	2	-117.181
8.29	3	0	3	-75.406
8.295	1	0	2	-117.181
8.295	3	0	3	-75.406
8.296	1	0	2	-117.181
8.3	1	0	2	-117.181
8.3	3	0	3	-75.406
8.305	1	0	2	-117.181
8.305	3	0	3	-75.406
8.31	1	0	2	-117.181
8.31	3	0	3	-75.406
8.315	1	0	2	-117.181
8.315	3	0	3	-75.406
8.319	3	0	3	-75.406
8.32	1	0	2	-117.181
8.32	3	0	3	-75.406
8.325	1	0	2	-117.181
8.325	3	0	3	-75.406
8.33	1	0	2	-117.181
8.33	3	0	3	-75.406
8.335	1	0	2	-117.181
8.335	3	0	3	-75.406
8.34	1	0	2	-117.181
8.34	3	0	3	-75.406
8.345	1	0	2	-117.181
8.345	3	0	3	-75.406
8.35	1	0	2	-117.181
8.35	3	0	3	-75.406
8.355	1	0	2	-117.181
8.355	3	0	3	-75.406
8.36	1	0	2	-117.181
8.36	3	0	3	-75.406
8.365	1	0	2	-117.181
8.365	3	0	3	-75.406
8.37	1	0	2	-117.181
8.37	3	0	3	-75.406
8.375	1	0	2	-117.181
8.375	3	0	3	-75.406
8.376	1	0	2	-117.181
8.38	1	0	2	-117.181
8.38	3	0	3	-75.406
8.385	1	0	2	-117.181
8.385	3	0	3	-75.406
8.39	1	0	2	-117.181
8.39	3	0	3	-75.406
8.395	1	0	2	-117.181
8.395	3	0	3	-75.406
8.399	3	0	3	-75.406
8.4	1	0	2	-117.181
8.4	3	0	3	-75.406
8.405	1	0	2	-117.181
8.405	3	0	3	-75.406
8.41	1	0	2	-117.181
8.41	3	0	3	-75.406
8.415	1	0	2	-117.181
8.415	3	0	3	-75.406
8.42	1	0	2	-117.181
8.42	3	0	3	-75.406
8.425	1	0	2	-117.181
8.425	3	0	3	-75.406
8.43	1	0	2	-117.181
8.43	3	0	3	-75.406
8.435	1	0	2	-117.181
8.435	3	0	3	-75.406
8.44	1	0	2	-117.181
8.44	3	0	3	-75.406
8.445	1	0	2	-117.181
8.445	3	0	3	-75.406
8.45	1	0	2	-117.181
8.45	3	0	3	-75.406
8.455	1	0	2	-117.181
8.455	3	0	3	-75.406
8.456	1	0	2	-117.181
8.46	1	0	2	-117.181
8.46	3	0	3	-75.406
8.465	1	0	2	-117.181
8.465	3	0	3	-75.406
8.47	1	0	2	-117.181
8.47	3	0	3	-75.406
8.475	1	0	2	-117.181
8.475	3	0	3	-75.406
8.479	3	0	3	-75.406
8.48	1	0	2	-117.181
8.48	3	0	3	-75.406
8.485	1	0	2	-117.181
8.485	3	0	3	-75.406
8.49	1	0	2	-117.181
8.49	3	0	3	-75.406
8.495	1	0	2	-117.181
8.495	3	0	3	-75.406
8.5	1	0	2	-117.181
8.5	3	0	3	-75.406
8.505	1	0	2	-117.181
8.505	3	0	3	-75.406
8.51	1	0	2	-117.181
8.51	3	0	3	-75.406
8.515	1	0	2	-117.181
8.515	3	0	3	-75.406
8.52	1	0	2	-117.181
8.52	3	0	3	-75.406
8.525	1	0	2	-117.181
8.525	3	0	3	-75.406
8.53	1	0	2	-117.181
8.53	3	0	3	-75.406
8.535	1	0	2	-117.181
8.535	3	0	3	-75.406
8.536	1	0	2	-117.181
8.54	1	0	2	-117.181
8.54	3	0	3	-75.406
8.545	1	0	2	-117.181
8.545	3	0	3	-75.406
8.55	1	0	2	-117.181
8.55	3	0	3	-75.406
8.555	1	0	2	-117.181
8.555	3	0	3	-75.406
8.559	3	0	3	-75.406
8.56	1	0	2	-117.181
8.56	3	0	3	-75.406
8.565	1	0	2	-117.181
8.565	3	0	3	-75.406
8.57	1	0	2	-117.181
8.57	3	0	3	-75.406
8.575	1	0	2	-117.181
8.575	3	0	3	-75.406
8.58	1	0	2	-117.181
8.58	3	0	3	-75.406
8.585	1	0	2	-117.181
8.585	3	0	3	-75.406
8.59	1	0	2	-117.181
8.59	3	0	3	-75.406
8.595	1	0	2	-117.181
8.595	3	0	3	-75.406
8.6	1	0	2	-117.181
8.6	3	0	3	-75.406
8.605	1	0	2	-117.181
8.605	3	0	3	-75.406
8.61	1	0	2	-117.181
8.61	3	0	3	-75.406
8.615	1	0	2	-117.181
8.615	3	0	3	-75.406
8.616	1	0	2	-117.181
8.62	1	0	2	-117.181
8.62	3	0	3	-75.406
8.625	1	0	2	-117.181
8.625	3	0	3	-75.406
8.63	1	0	2	-117.181
8.63	3	0	3	-75.406
8.635	1	0	2	-117.181
8.635	3	0	3	-75.406
8.639	3	0	3	-75.406
8.64	1	0	2	-117.181
8.64	3	0	3	-75.406
8.645	1	0	2	-117.181
8.645	3	0	3	-75.406
8.65	1	0	2	-117.181
8.65	3	0	3	-75.406
8.655	1	0	2	-117.181
8.655	3	0	3	-75.406
8.66	1	0	2	-117.181
8.66	3	0	3	-75.406
8.665	1	0	2	-117.181
8.665	3	0	3	-75.406
8.67	1	0	2	-117.181
8.67	3	0	3	-75.406
8.675	1	0	2	-117.181
8.675	3	0	3	-75.406
8.68	1	0	2	-117.181
8.68	3	0	3	-75.406
8.685	1	0	2	-117.181
8.685	3	0	3	-75.406
8.69	1	0	2	-117.181
8.69	3	0	3	-75.406
8.695	1	0	2	-117.181
8.695	3	0	3	-75.406
8.696	1	0	2	-117.181
8.7	1	0	2	-117.181
8.7	3	0	3	-75.406
8.705	1	0	2	-117.181
8.705	3	0	3	-75.406
8.71	1	0	2	-117.181
8.71	3	0	3	-75.406
8.715	1	0	2	-117.181
8.715	3	0	3	-75.406
8.719	3	0	3	-75.406
8.72	1	0	2	-117.181
8.72	3	0	3	-75.406
8.725	1	0	2	-117.181
8.725	3	0	3	-75.406
8.73	1	0	2	-117.181
8.73	3	0	3	-75.406
8.735	1	0	2	-117.181
8.735	3	0	3	-75.406
8.74	1	0	2	-117.181
8.74	3	0	3	-75.406
8.745	1	0	2	-117.181
8.745	3	0	3	-75.406
8.75	1	0	2	-117.181
8.75	3	0	3	-75.406
8.755	1	0	2	-117.181
8.755	3	0	3	-75.406
8.76	1	0	2	-117.181
8.76	3	0	3	-75.406
8.765	1	0	2	-117.181
8.765	3	0	3	-75.406
8.77	1	0	2	-117.181
8.77	3	0	3	-75.406
8.775	1	0	2	-117.181
8.775	3	0	3	-75.406
8.776	1	0	2	-117.181
8.78	1	0	2	-117.181
8.78	3	0	3	-75.406
8.785	1	0	2	-117.181
8.785	3	0	3	-75.406
8.79	1	0	2	-117.181
8.79	3	0	3	-75.406
8.795	1	0	2	-117.181
8.795	3	0	3	-75.406
8.799	3	0	3	-75.406
8.8	1	0	2	-117.181
8.8	3	0	3	-75.406
8.805	1	0	2	-117.181
8.805	3	0	3	-75.406
