Time(sec)	CellId	BwpId	IMSI	pathLoss(dB)
22.0589	1	0	2	-117.181
22.0819	3	0	3	-75.406
22.1389	1	0	2	-117.181
22.1619	3	0	3	-75.406
22.2189	1	0	2	-117.181
22.2419	3	0	3	-75.406
22.2989	1	0	2	-117.181
22.3219	3	0	3	-75.406
22.3789	1	0	2	-117.181
22.4019	3	0	3	-75.406
22.4589	1	0	2	-117.181
22.4819	3	0	3	-75.406
22.5389	1	0	2	-117.181
22.5619	3	0	3	-75.406
22.6189	1	0	2	-117.181
22.6419	3	0	3	-75.406
22.6989	1	0	2	-117.181
22.7219	3	0	3	-75.406
22.7789	1	0	2	-117.181
22.8019	3	0	3	-75.406
22.8589	1	0	2	-117.181
22.8819	3	0	3	-75.406
22.9389	1	0	2	-117.181
22.9619	3	0	3	-75.406
23.0189	1	0	2	-117.181
23.0419	3	0	3	-75.406
23.0989	1	0	2	-117.181
23.1219	3	0	3	-75.406
23.1789	1	0	2	-117.181
23.2019	3	0	3	-75.406
23.2589	1	0	2	-117.181
23.2819	3	0	3	-75.406
23.3389	1	0	2	-117.181
23.3619	3	0	3	-75.406
23.4189	1	0	2	-117.181
23.4419	3	0	3	-75.406
23.4989	1	0	2	-117.181
23.5219	3	0	3	-75.406
23.5789	1	0	2	-117.181
23.6019	3	0	3	-75.406
23.6589	1	0	2	-117.181
23.6819	3	0	3	-75.406
23.7389	1	0	2	-117.181
23.7619	3	0	3	-75.406
23.8189	1	0	2	-117.181
23.8419	3	0	3	-75.406
23.8989	1	0	2	-117.181
23.9219	3	0	3	-75.406
23.9789	1	0	2	-117.181
24.0019	3	0	3	-75.406
24.0589	1	0	2	-117.181
24.0819	3	0	3	-75.406
24.1389	1	0	2	-117.181
24.1619	3	0	3	-75.406
24.2189	1	0	2	-117.181
24.2419	3	0	3	-75.406
24.2989	1	0	2	-117.181
24.3219	3	0	3	-75.406
24.3789	1	0	2	-117.181
24.4019	3	0	3	-75.406
24.4589	1	0	2	-117.181
24.4819	3	0	3	-75.406
24.5389	1	0	2	-117.181
24.5619	3	0	3	-75.406
24.6189	1	0	2	-117.181
24.6419	3	0	3	-75.406
24.6989	1	0	2	-117.181
24.7219	3	0	3	-75.406
24.7789	1	0	2	-117.181
24.8019	3	0	3	-75.406
24.8589	1	0	2	-117.181
24.8819	3	0	3	-75.406
24.9389	1	0	2	-117.181
24.9619	3	0	3	-75.406
25.0189	1	0	2	-117.181
25.0419	3	0	3	-75.406
25.0989	1	0	2	-117.181
25.1219	3	0	3	-75.406
25.1789	1	0	2	-117.181
25.2019	3	0	3	-75.406
25.2589	1	0	2	-117.181
25.2819	3	0	3	-75.406
25.3389	1	0	2	-117.181
25.3619	3	0	3	-75.406
25.4189	1	0	2	-117.181
25.4419	3	0	3	-75.406
25.4989	1	0	2	-117.181
25.5219	3	0	3	-75.406
25.5789	1	0	2	-117.181
25.6019	3	0	3	-75.406
25.6589	1	0	2	-117.181
25.6819	3	0	3	-75.406
25.7389	1	0	2	-117.181
25.7619	3	0	3	-75.406
25.8189	1	0	2	-117.181
25.8419	3	0	3	-75.406
25.8989	1	0	2	-117.181
25.9219	3	0	3	-75.406
25.9789	1	0	2	-117.181
26.0019	3	0	3	-75.406
26.0589	1	0	2	-117.181
26.0819	3	0	3	-75.406
26.1389	1	0	2	-117.181
26.1619	3	0	3	-75.406
26.2189	1	0	2	-117.181
26.2419	3	0	3	-75.406
26.2989	1	0	2	-117.181
26.3219	3	0	3	-75.406
26.3789	1	0	2	-117.181
26.4019	3	0	3	-75.406
26.4589	1	0	2	-117.181
26.4819	3	0	3	-75.406
26.5389	1	0	2	-117.181
26.5619	3	0	3	-75.406
26.6189	1	0	2	-117.181
26.6419	3	0	3	-75.406
26.6989	1	0	2	-117.181
26.7219	3	0	3	-75.406
26.7789	1	0	2	-117.181
26.8019	3	0	3	-75.406
26.8589	1	0	2	-117.181
26.8819	3	0	3	-75.406
26.9389	1	0	2	-117.181
26.9619	3	0	3	-75.406
27.0189	1	0	2	-117.181
27.0419	3	0	3	-75.406
27.0989	1	0	2	-117.181
27.1219	3	0	3	-75.406
27.1789	1	0	2	-117.181
27.2019	3	0	3	-75.406
27.2589	1	0	2	-117.181
27.2819	3	0	3	-75.406
27.3389	1	0	2	-117.181
27.3619	3	0	3	-75.406
27.4189	1	0	2	-117.181
27.4419	3	0	3	-75.406
27.4989	1	0	2	-117.181
27.5219	3	0	3	-75.406
27.5789	1	0	2	-117.181
27.6019	3	0	3	-75.406
27.6589	1	0	2	-117.181
27.6819	3	0	3	-75.406
27.7389	1	0	2	-117.181
27.7619	3	0	3	-75.406
27.8189	1	0	2	-117.181
27.8419	3	0	3	-75.406
27.8989	1	0	2	-117.181
27.9219	3	0	3	-75.406
27.9789	1	0	2	-117.181
28.0019	3	0	3	-75.406
28.0589	1	0	2	-117.181
28.0819	3	0	3	-75.406
28.1389	1	0	2	-117.181
28.1619	3	0	3	-75.406
28.2189	1	0	2	-117.181
28.2419	3	0	3	-75.406
28.2989	1	0	2	-117.181
28.3219	3	0	3	-75.406
28.3789	1	0	2	-117.181
28.4019	3	0	3	-75.406
28.4589	1	0	2	-117.181
28.4819	3	0	3	-75.406
28.5389	1	0	2	-117.181
28.5619	3	0	3	-75.406
28.6189	1	0	2	-117.181
28.6419	3	0	3	-75.406
28.6989	1	0	2	-117.181
28.7219	3	0	3	-75.406
28.7789	1	0	2	-117.181
28.8019	3	0	3	-75.406
28.8589	1	0	2	-117.181
28.8819	3	0	3	-75.406
28.9389	1	0	2	-117.181
28.9619	3	0	3	-75.406
29.0189	1	0	2	-117.181
29.0419	3	0	3	-75.406
29.0989	1	0	2	-117.181
29.1219	3	0	3	-75.406
29.1789	1	0	2	-117.181
29.2019	3	0	3	-75.406
29.2589	1	0	2	-117.181
29.2819	3	0	3	-75.406
29.3389	1	0	2	-117.181
29.3619	3	0	3	-75.406
29.4189	1	0	2	-117.181
29.4419	3	0	3	-75.406
29.4989	1	0	2	-117.181
29.5219	3	0	3	-75.406
29.5789	1	0	2	-117.181
29.6019	3	0	3	-75.406
29.6589	1	0	2	-117.181
29.6819	3	0	3	-75.406
29.7389	1	0	2	-117.181
29.7619	3	0	3	-75.406
29.8189	1	0	2	-117.181
29.8419	3	0	3	-75.406
29.8989	1	0	2	-117.181
29.9219	3	0	3	-75.406
29.9789	1	0	2	-117.181
30.0019	3	0	3	-75.406
30.0589	1	0	2	-117.181
30.0819	3	0	3	-75.406
30.1389	1	0	2	-117.181
30.1619	3	0	3	-75.406
30.2189	1	0	2	-117.181
30.2419	3	0	3	-75.406
30.2989	1	0	2	-117.181
30.3219	3	0	3	-75.406
30.3789	1	0	2	-117.181
30.4019	3	0	3	-75.406
30.4589	1	0	2	-117.181
30.4819	3	0	3	-75.406
30.5389	1	0	2	-117.181
30.5619	3	0	3	-75.406
30.6189	1	0	2	-117.181
30.6419	3	0	3	-75.406
30.6989	1	0	2	-117.181
30.7219	3	0	3	-75.406
30.7789	1	0	2	-117.181
30.8019	3	0	3	-75.406
30.8589	1	0	2	-117.181
30.8819	3	0	3	-75.406
30.9389	1	0	2	-117.181
30.9619	3	0	3	-75.406
31.0189	1	0	2	-117.181
31.0419	3	0	3	-75.406
31.0989	1	0	2	-117.181
31.1219	3	0	3	-75.406
31.1789	1	0	2	-117.181
31.2019	3	0	3	-75.406
31.2589	1	0	2	-117.181
31.2819	3	0	3	-75.406
31.3389	1	0	2	-117.181
31.3619	3	0	3	-75.406
31.4189	1	0	2	-117.181
31.4419	3	0	3	-75.406
31.4989	1	0	2	-117.181
31.5219	3	0	3	-75.406
31.5789	1	0	2	-117.181
31.6019	3	0	3	-75.406
31.6589	1	0	2	-117.181
31.6819	3	0	3	-75.406
31.7389	1	0	2	-117.181
31.7619	3	0	3	-75.406
31.8189	1	0	2	-117.181
31.8419	3	0	3	-75.406
31.8989	1	0	2	-117.181
31.9219	3	0	3	-75.406
31.9789	1	0	2	-117.181
32.0019	3	0	3	-75.406
32.0589	1	0	2	-117.181
32.0819	3	0	3	-75.406
32.1389	1	0	2	-117.181
32.1619	3	0	3	-75.406
32.2189	1	0	2	-117.181
32.2419	3	0	3	-75.406
32.2989	1	0	2	-117.181
32.3219	3	0	3	-75.406
32.3789	1	0	2	-117.181
32.4019	3	0	3	-75.406
32.4589	1	0	2	-117.181
32.4819	3	0	3	-75.406
32.5389	1	0	2	-117.181
32.5619	3	0	3	-75.406
32.6189	1	0	2	-117.181
32.6419	3	0	3	-75.406
32.6989	1	0	2	-117.181
32.7219	3	0	3	-75.406
32.7789	1	0	2	-117.181
32.8019	3	0	3	-75.406
32.8589	1	0	2	-117.181
32.8819	3	0	3	-75.406
32.9389	1	0	2	-117.181
32.9619	3	0	3	-75.406
33.0189	1	0	2	-117.181
33.0419	3	0	3	-75.406
33.0989	1	0	2	-117.181
33.1219	3	0	3	-75.406
33.1789	1	0	2	-117.181
33.2019	3	0	3	-75.406
33.2589	1	0	2	-117.181
33.2819	3	0	3	-75.406
33.3389	1	0	2	-117.181
33.3619	3	0	3	-75.406
33.4189	1	0	2	-117.181
33.4419	3	0	3	-75.406
33.4989	1	0	2	-117.181
33.5219	3	0	3	-75.406
33.5789	1	0	2	-117.181
33.6019	3	0	3	-75.406
33.6589	1	0	2	-117.181
33.6819	3	0	3	-75.406
33.7389	1	0	2	-117.181
33.7619	3	0	3	-75.406
33.8189	1	0	2	-117.181
33.8419	3	0	3	-75.406
