Time	CellId	RNTI	BWPId	SINR(dB)
29.5761	1	1	0	8.91451
29.5801	1	1	0	-18.1901
29.5801	3	1	0	24.0017
29.5851	1	1	0	-18.1901
29.5851	3	1	0	24.0017
29.5901	1	1	0	-18.1901
29.5901	3	1	0	24.0017
29.5951	1	1	0	-18.1901
29.5951	3	1	0	24.0017
29.5991	3	1	0	61.6913
29.6001	1	1	0	-18.1901
29.6001	3	1	0	24.0017
29.6051	1	1	0	-18.1901
29.6051	3	1	0	24.0017
29.6101	1	1	0	-18.1901
29.6101	3	1	0	24.0017
29.6151	1	1	0	-18.1901
29.6151	3	1	0	24.0017
29.6201	1	1	0	-18.1901
29.6201	3	1	0	24.0017
29.6251	1	1	0	-18.1901
29.6251	3	1	0	24.0017
29.6301	1	1	0	-18.1901
29.6301	3	1	0	24.0017
29.6351	1	1	0	-18.1901
29.6351	3	1	0	24.0017
29.6401	1	1	0	-18.1901
29.6401	3	1	0	24.0017
29.6451	1	1	0	-18.1901
29.6451	3	1	0	24.0017
29.6501	1	1	0	-18.1901
29.6501	3	1	0	24.0017
29.6551	1	1	0	-18.1901
29.6551	3	1	0	24.0017
29.6561	1	1	0	8.91451
29.6601	1	1	0	-18.1901
29.6601	3	1	0	24.0017
29.6651	1	1	0	-18.1901
29.6651	3	1	0	24.0017
29.6701	1	1	0	-18.1901
29.6701	3	1	0	24.0017
29.6751	1	1	0	-18.1901
29.6751	3	1	0	24.0017
29.6791	3	1	0	61.6913
29.6801	1	1	0	-18.1901
29.6801	3	1	0	24.0017
29.6851	1	1	0	-18.1901
29.6851	3	1	0	24.0017
29.6901	1	1	0	-18.1901
29.6901	3	1	0	24.0017
29.6951	1	1	0	-18.1901
29.6951	3	1	0	24.0017
29.7001	1	1	0	-18.1901
29.7001	3	1	0	24.0017
29.7051	1	1	0	-18.1901
29.7051	3	1	0	24.0017
29.7101	1	1	0	-18.1901
29.7101	3	1	0	24.0017
29.7151	1	1	0	-18.1901
29.7151	3	1	0	24.0017
29.7201	1	1	0	-18.1901
29.7201	3	1	0	24.0017
29.7251	1	1	0	-18.1901
29.7251	3	1	0	24.0017
29.7301	1	1	0	-18.1901
29.7301	3	1	0	24.0017
29.7351	1	1	0	-18.1901
29.7351	3	1	0	24.0017
29.7361	1	1	0	8.91451
29.7401	1	1	0	-18.1901
29.7401	3	1	0	24.0017
29.7451	1	1	0	-18.1901
29.7451	3	1	0	24.0017
29.7501	1	1	0	-18.1901
29.7501	3	1	0	24.0017
29.7551	1	1	0	-18.1901
29.7551	3	1	0	24.0017
29.7591	3	1	0	61.6913
29.7601	1	1	0	-18.1901
29.7601	3	1	0	24.0017
29.7651	1	1	0	-18.1901
29.7651	3	1	0	24.0017
29.7701	1	1	0	-18.1901
29.7701	3	1	0	24.0017
29.7751	1	1	0	-18.1901
29.7751	3	1	0	24.0017
29.7801	1	1	0	-18.1901
29.7801	3	1	0	24.0017
29.7851	1	1	0	-18.1901
29.7851	3	1	0	24.0017
29.7901	1	1	0	-18.1901
29.7901	3	1	0	24.0017
29.7951	1	1	0	-18.1901
29.7951	3	1	0	24.0017
29.8001	1	1	0	-18.1901
29.8001	3	1	0	24.0017
29.8051	1	1	0	-18.1901
29.8051	3	1	0	24.0017
29.8101	1	1	0	-18.1901
29.8101	3	1	0	24.0017
29.8151	1	1	0	-18.1901
29.8151	3	1	0	24.0017
29.8161	1	1	0	8.91451
29.8201	1	1	0	-18.1901
29.8201	3	1	0	24.0017
29.8251	1	1	0	-18.1901
29.8251	3	1	0	24.0017
29.8301	1	1	0	-18.1901
29.8301	3	1	0	24.0017
29.8351	1	1	0	-18.1901
29.8351	3	1	0	24.0017
29.8391	3	1	0	61.6913
29.8401	1	1	0	-18.1901
29.8401	3	1	0	24.0017
29.8451	1	1	0	-18.1901
29.8451	3	1	0	24.0017
29.8501	1	1	0	-18.1901
29.8501	3	1	0	24.0017
29.8551	1	1	0	-18.1901
29.8551	3	1	0	24.0017
29.8601	1	1	0	-18.1901
29.8601	3	1	0	24.0017
29.8651	1	1	0	-18.1901
29.8651	3	1	0	24.0017
29.8701	1	1	0	-18.1901
29.8701	3	1	0	24.0017
29.8751	1	1	0	-18.1901
29.8751	3	1	0	24.0017
29.8801	1	1	0	-18.1901
29.8801	3	1	0	24.0017
29.8851	1	1	0	-18.1901
29.8851	3	1	0	24.0017
29.8901	1	1	0	-18.1901
29.8901	3	1	0	24.0017
29.8951	1	1	0	-18.1901
29.8951	3	1	0	24.0017
29.8961	1	1	0	8.91451
29.9001	1	1	0	-18.1901
29.9001	3	1	0	24.0017
29.9051	1	1	0	-18.1901
29.9051	3	1	0	24.0017
29.9101	1	1	0	-18.1901
29.9101	3	1	0	24.0017
29.9151	1	1	0	-18.1901
29.9151	3	1	0	24.0017
29.9191	3	1	0	61.6913
29.9201	1	1	0	-18.1901
29.9201	3	1	0	24.0017
29.9251	1	1	0	-18.1901
29.9251	3	1	0	24.0017
29.9301	1	1	0	-18.1901
29.9301	3	1	0	24.0017
29.9351	1	1	0	-18.1901
29.9351	3	1	0	24.0017
29.9401	1	1	0	-18.1901
29.9401	3	1	0	24.0017
29.9451	1	1	0	-18.1901
29.9451	3	1	0	24.0017
29.9501	1	1	0	-18.1901
29.9501	3	1	0	24.0017
29.9551	1	1	0	-18.1901
29.9551	3	1	0	24.0017
29.9601	1	1	0	-18.1901
29.9601	3	1	0	24.0017
29.9651	1	1	0	-18.1901
29.9651	3	1	0	24.0017
29.9701	1	1	0	-18.1901
29.9701	3	1	0	24.0017
29.9751	1	1	0	-18.1901
29.9751	3	1	0	24.0017
29.9761	1	1	0	8.91451
29.9801	1	1	0	-18.1901
29.9801	3	1	0	24.0017
29.9851	1	1	0	-18.1901
29.9851	3	1	0	24.0017
29.9901	1	1	0	-18.1901
29.9901	3	1	0	24.0017
29.9951	1	1	0	-18.1901
29.9951	3	1	0	24.0017
29.9991	3	1	0	61.6913
30.0001	1	1	0	-18.1901
30.0001	3	1	0	24.0017
30.0051	1	1	0	-18.1901
30.0051	3	1	0	24.0017
30.0101	1	1	0	-18.1901
30.0101	3	1	0	24.0017
30.0151	1	1	0	-18.1901
30.0151	3	1	0	24.0017
30.0201	1	1	0	-18.1901
30.0201	3	1	0	24.0017
30.0251	1	1	0	-18.1901
30.0251	3	1	0	24.0017
30.0301	1	1	0	-18.1901
30.0301	3	1	0	24.0017
30.0351	1	1	0	-18.1901
30.0351	3	1	0	24.0017
30.0401	1	1	0	-18.1901
30.0401	3	1	0	24.0017
30.0451	1	1	0	-18.1901
30.0451	3	1	0	24.0017
30.0501	1	1	0	-18.1901
30.0501	3	1	0	24.0017
30.0551	1	1	0	-18.1901
30.0551	3	1	0	24.0017
30.0561	1	1	0	8.91451
30.0601	1	1	0	-18.1901
30.0601	3	1	0	24.0017
30.0651	1	1	0	-18.1901
30.0651	3	1	0	24.0017
30.0701	1	1	0	-18.1901
30.0701	3	1	0	24.0017
30.0751	1	1	0	-18.1901
30.0751	3	1	0	24.0017
30.0791	3	1	0	61.6913
30.0801	1	1	0	-18.1901
30.0801	3	1	0	24.0017
30.0851	1	1	0	-18.1901
30.0851	3	1	0	24.0017
30.0901	1	1	0	-18.1901
30.0901	3	1	0	24.0017
30.0951	1	1	0	-18.1901
30.0951	3	1	0	24.0017
30.1001	1	1	0	-18.1901
30.1001	3	1	0	24.0017
30.1051	1	1	0	-18.1901
30.1051	3	1	0	24.0017
30.1101	1	1	0	-18.1901
30.1101	3	1	0	24.0017
30.1151	1	1	0	-18.1901
30.1151	3	1	0	24.0017
30.1201	1	1	0	-18.1901
30.1201	3	1	0	24.0017
30.1251	1	1	0	-18.1901
30.1251	3	1	0	24.0017
30.1301	1	1	0	-18.1901
30.1301	3	1	0	24.0017
30.1351	1	1	0	-18.1901
30.1351	3	1	0	24.0017
30.1361	1	1	0	8.91451
30.1401	1	1	0	-18.1901
30.1401	3	1	0	24.0017
30.1451	1	1	0	-18.1901
30.1451	3	1	0	24.0017
30.1501	1	1	0	-18.1901
30.1501	3	1	0	24.0017
30.1551	1	1	0	-18.1901
30.1551	3	1	0	24.0017
30.1591	3	1	0	61.6913
30.1601	1	1	0	-18.1901
30.1601	3	1	0	24.0017
30.1651	1	1	0	-18.1901
30.1651	3	1	0	24.0017
30.1701	1	1	0	-18.1901
30.1701	3	1	0	24.0017
30.1751	1	1	0	-18.1901
30.1751	3	1	0	24.0017
30.1801	1	1	0	-18.1901
30.1801	3	1	0	24.0017
30.1851	1	1	0	-18.1901
30.1851	3	1	0	24.0017
30.1901	1	1	0	-18.1901
30.1901	3	1	0	24.0017
30.1951	1	1	0	-18.1901
30.1951	3	1	0	24.0017
30.2001	1	1	0	-18.1901
30.2001	3	1	0	24.0017
30.2051	1	1	0	-18.1901
30.2051	3	1	0	24.0017
30.2101	1	1	0	-18.1901
30.2101	3	1	0	24.0017
30.2151	1	1	0	-18.1901
30.2151	3	1	0	24.0017
30.2161	1	1	0	8.91451
30.2201	1	1	0	-18.1901
30.2201	3	1	0	24.0017
30.2251	1	1	0	-18.1901
30.2251	3	1	0	24.0017
30.2301	1	1	0	-18.1901
30.2301	3	1	0	24.0017
30.2351	1	1	0	-18.1901
30.2351	3	1	0	24.0017
30.2391	3	1	0	61.6913
30.2401	1	1	0	-18.1901
30.2401	3	1	0	24.0017
30.2451	1	1	0	-18.1901
30.2451	3	1	0	24.0017
30.2501	1	1	0	-18.1901
30.2501	3	1	0	24.0017
30.2551	1	1	0	-18.1901
30.2551	3	1	0	24.0017
30.2601	1	1	0	-18.1901
30.2601	3	1	0	24.0017
30.2651	1	1	0	-18.1901
30.2651	3	1	0	24.0017
30.2701	1	1	0	-18.1901
30.2701	3	1	0	24.0017
30.2751	1	1	0	-18.1901
30.2751	3	1	0	24.0017
30.2801	1	1	0	-18.1901
30.2801	3	1	0	24.0017
30.2851	1	1	0	-18.1901
30.2851	3	1	0	24.0017
30.2901	1	1	0	-18.1901
30.2901	3	1	0	24.0017
30.2951	1	1	0	-18.1901
30.2951	3	1	0	24.0017
30.2961	1	1	0	8.91451
30.3001	1	1	0	-18.1901
30.3001	3	1	0	24.0017
30.3051	1	1	0	-18.1901
30.3051	3	1	0	24.0017
30.3101	1	1	0	-18.1901
30.3101	3	1	0	24.0017
30.3151	1	1	0	-18.1901
30.3151	3	1	0	24.0017
30.3191	3	1	0	61.6913
30.3201	1	1	0	-18.1901
30.3201	3	1	0	24.0017
30.3251	1	1	0	-18.1901
30.3251	3	1	0	24.0017
30.3301	1	1	0	-18.1901
30.3301	3	1	0	24.0017
30.3351	1	1	0	-18.1901
30.3351	3	1	0	24.0017
30.3401	1	1	0	-18.1901
30.3401	3	1	0	24.0017
30.3451	1	1	0	-18.1901
30.3451	3	1	0	24.0017
30.3501	1	1	0	-18.1901
30.3501	3	1	0	24.0017
30.3551	1	1	0	-18.1901
30.3551	3	1	0	24.0017
30.3601	1	1	0	-18.1901
30.3601	3	1	0	24.0017
30.3651	1	1	0	-18.1901
30.3651	3	1	0	24.0017
30.3701	1	1	0	-18.1901
30.3701	3	1	0	24.0017
30.3751	1	1	0	-18.1901
30.3751	3	1	0	24.0017
30.3761	1	1	0	8.91451
30.3801	1	1	0	-18.1901
30.3801	3	1	0	24.0017
30.3851	1	1	0	-18.1901
30.3851	3	1	0	24.0017
30.3901	1	1	0	-18.1901
30.3901	3	1	0	24.0017
30.3951	1	1	0	-18.1901
30.3951	3	1	0	24.0017
30.3991	3	1	0	61.6913
30.4001	1	1	0	-18.1901
30.4001	3	1	0	24.0017
30.4051	1	1	0	-18.1901
30.4051	3	1	0	24.0017
30.4101	1	1	0	-18.1901
30.4101	3	1	0	24.0017
30.4151	1	1	0	-18.1901
30.4151	3	1	0	24.0017
30.4201	1	1	0	-18.1901
30.4201	3	1	0	24.0017
30.4251	1	1	0	-18.1901
30.4251	3	1	0	24.0017
30.4301	1	1	0	-18.1901
30.4301	3	1	0	24.0017
30.4351	1	1	0	-18.1901
30.4351	3	1	0	24.0017
30.4401	1	1	0	-18.1901
30.4401	3	1	0	24.0017
30.4451	1	1	0	-18.1901
30.4451	3	1	0	24.0017
30.4501	1	1	0	-18.1901
30.4501	3	1	0	24.0017
30.4551	1	1	0	-18.1901
30.4551	3	1	0	24.0017
30.4561	1	1	0	8.91451
30.4601	1	1	0	-18.1901
30.4601	3	1	0	24.0017
30.4651	1	1	0	-18.1901
30.4651	3	1	0	24.0017
30.4701	1	1	0	-18.1901
30.4701	3	1	0	24.0017
30.4751	1	1	0	-18.1901
30.4751	3	1	0	24.0017
30.4791	3	1	0	61.6913
30.4801	1	1	0	-18.1901
30.4801	3	1	0	24.0017
30.4851	1	1	0	-18.1901
30.4851	3	1	0	24.0017
30.4901	1	1	0	-18.1901
30.4901	3	1	0	24.0017
30.4951	1	1	0	-18.1901
30.4951	3	1	0	24.0017
30.5001	1	1	0	-18.1901
30.5001	3	1	0	24.0017
30.5051	1	1	0	-18.1901
30.5051	3	1	0	24.0017
30.5101	1	1	0	-18.1901
30.5101	3	1	0	24.0017
30.5151	1	1	0	-18.1901
30.5151	3	1	0	24.0017
30.5201	1	1	0	-18.1901
30.5201	3	1	0	24.0017
30.5251	1	1	0	-18.1901
30.5251	3	1	0	24.0017
30.5301	1	1	0	-18.1901
30.5301	3	1	0	24.0017
30.5351	1	1	0	-18.1901
30.5351	3	1	0	24.0017
30.5361	1	1	0	8.91451
30.5401	1	1	0	-18.1901
30.5401	3	1	0	24.0017
30.5451	1	1	0	-18.1901
30.5451	3	1	0	24.0017
30.5501	1	1	0	-18.1901
30.5501	3	1	0	24.0017
30.5551	1	1	0	-18.1901
30.5551	3	1	0	24.0017
30.5591	3	1	0	61.6913
30.5601	1	1	0	-18.1901
30.5601	3	1	0	24.0017
30.5651	1	1	0	-18.1901
30.5651	3	1	0	24.0017
30.5701	1	1	0	-18.1901
30.5701	3	1	0	24.0017
30.5751	1	1	0	-18.1901
30.5751	3	1	0	24.0017
30.5801	1	1	0	-18.1901
30.5801	3	1	0	24.0017
30.5851	1	1	0	-18.1901
30.5851	3	1	0	24.0017
30.5901	1	1	0	-18.1901
30.5901	3	1	0	24.0017
30.5951	1	1	0	-18.1901
30.5951	3	1	0	24.0017
30.6001	1	1	0	-18.1901
30.6001	3	1	0	24.0017
30.6051	1	1	0	-18.1901
30.6051	3	1	0	24.0017
30.6101	1	1	0	-18.1901
30.6101	3	1	0	24.0017
30.6151	1	1	0	-18.1901
30.6151	3	1	0	24.0017
30.6161	1	1	0	8.91451
30.6201	1	1	0	-18.1901
30.6201	3	1	0	24.0017
30.6251	1	1	0	-18.1901
30.6251	3	1	0	24.0017
30.6301	1	1	0	-18.1901
30.6301	3	1	0	24.0017
30.6351	1	1	0	-18.1901
30.6351	3	1	0	24.0017
30.6391	3	1	0	61.6913
30.6401	1	1	0	-18.1901
30.6401	3	1	0	24.0017
30.6451	1	1	0	-18.1901
30.6451	3	1	0	24.0017
30.6501	1	1	0	-18.1901
30.6501	3	1	0	24.0017
30.6551	1	1	0	-18.1901
30.6551	3	1	0	24.0017
30.6601	1	1	0	-18.1901
30.6601	3	1	0	24.0017
30.6651	1	1	0	-18.1901
30.6651	3	1	0	24.0017
30.6701	1	1	0	-18.1901
30.6701	3	1	0	24.0017
30.6751	1	1	0	-18.1901
30.6751	3	1	0	24.0017
30.6801	1	1	0	-18.1901
30.6801	3	1	0	24.0017
30.6851	1	1	0	-18.1901
30.6851	3	1	0	24.0017
30.6901	1	1	0	-18.1901
30.6901	3	1	0	24.0017
30.6951	1	1	0	-18.1901
30.6951	3	1	0	24.0017
30.6961	1	1	0	8.91451
30.7001	1	1	0	-18.1901
30.7001	3	1	0	24.0017
30.7051	1	1	0	-18.1901
30.7051	3	1	0	24.0017
30.7101	1	1	0	-18.1901
30.7101	3	1	0	24.0017
30.7151	1	1	0	-18.1901
30.7151	3	1	0	24.0017
30.7191	3	1	0	61.6913
30.7201	1	1	0	-18.1901
30.7201	3	1	0	24.0017
30.7251	1	1	0	-18.1901
30.7251	3	1	0	24.0017
30.7301	1	1	0	-18.1901
30.7301	3	1	0	24.0017
30.7351	1	1	0	-18.1901
30.7351	3	1	0	24.0017
30.7401	1	1	0	-18.1901
30.7401	3	1	0	24.0017
30.7451	1	1	0	-18.1901
30.7451	3	1	0	24.0017
30.7501	1	1	0	-18.1901
30.7501	3	1	0	24.0017
30.7551	1	1	0	-18.1901
30.7551	3	1	0	24.0017
30.7601	1	1	0	-18.1901
30.7601	3	1	0	24.0017
30.7651	1	1	0	-18.1901
30.7651	3	1	0	24.0017
30.7701	1	1	0	-18.1901
30.7701	3	1	0	24.0017
30.7751	1	1	0	-18.1901
30.7751	3	1	0	24.0017
30.7761	1	1	0	8.91451
30.7801	1	1	0	-18.1901
30.7801	3	1	0	24.0017
30.7851	1	1	0	-18.1901
30.7851	3	1	0	24.0017
30.7901	1	1	0	-18.1901
30.7901	3	1	0	24.0017
30.7951	1	1	0	-18.1901
30.7951	3	1	0	24.0017
30.7991	3	1	0	61.6913
30.8001	1	1	0	-18.1901
30.8001	3	1	0	24.0017
30.8051	1	1	0	-18.1901
30.8051	3	1	0	24.0017
30.8101	1	1	0	-18.1901
30.8101	3	1	0	24.0017
30.8151	1	1	0	-18.1901
30.8151	3	1	0	24.0017
30.8201	1	1	0	-18.1901
30.8201	3	1	0	24.0017
30.8251	1	1	0	-18.1901
30.8251	3	1	0	24.0017
30.8301	1	1	0	-18.1901
30.8301	3	1	0	24.0017
30.8351	1	1	0	-18.1901
30.8351	3	1	0	24.0017
30.8401	1	1	0	-18.1901
30.8401	3	1	0	24.0017
30.8451	1	1	0	-18.1901
30.8451	3	1	0	24.0017
30.8501	1	1	0	-18.1901
30.8501	3	1	0	24.0017
30.8551	1	1	0	-18.1901
30.8551	3	1	0	24.0017
30.8561	1	1	0	8.91451
30.8601	1	1	0	-18.1901
30.8601	3	1	0	24.0017
30.8651	1	1	0	-18.1901
30.8651	3	1	0	24.0017
30.8701	1	1	0	-18.1901
30.8701	3	1	0	24.0017
30.8751	1	1	0	-18.1901
30.8751	3	1	0	24.0017
30.8791	3	1	0	61.6913
30.8801	1	1	0	-18.1901
30.8801	3	1	0	24.0017
30.8851	1	1	0	-18.1901
30.8851	3	1	0	24.0017
30.8901	1	1	0	-18.1901
30.8901	3	1	0	24.0017
30.8951	1	1	0	-18.1901
30.8951	3	1	0	24.0017
30.9001	1	1	0	-18.1901
30.9001	3	1	0	24.0017
30.9051	1	1	0	-18.1901
30.9051	3	1	0	24.0017
30.9101	1	1	0	-18.1901
30.9101	3	1	0	24.0017
30.9151	1	1	0	-18.1901
30.9151	3	1	0	24.0017
30.9201	1	1	0	-18.1901
30.9201	3	1	0	24.0017
30.9251	1	1	0	-18.1901
30.9251	3	1	0	24.0017
30.9301	1	1	0	-18.1901
30.9301	3	1	0	24.0017
30.9351	1	1	0	-18.1901
30.9351	3	1	0	24.0017
30.9361	1	1	0	8.91451
30.9401	1	1	0	-18.1901
30.9401	3	1	0	24.0017
30.9451	1	1	0	-18.1901
30.9451	3	1	0	24.0017
30.9501	1	1	0	-18.1901
30.9501	3	1	0	24.0017
30.9551	1	1	0	-18.1901
30.9551	3	1	0	24.0017
30.9591	3	1	0	61.6913
30.9601	1	1	0	-18.1901
30.9601	3	1	0	24.0017
30.9651	1	1	0	-18.1901
30.9651	3	1	0	24.0017
30.9701	1	1	0	-18.1901
30.9701	3	1	0	24.0017
30.9751	1	1	0	-18.1901
30.9751	3	1	0	24.0017
30.9801	1	1	0	-18.1901
30.9801	3	1	0	24.0017
30.9851	1	1	0	-18.1901
30.9851	3	1	0	24.0017
30.9901	1	1	0	-18.1901
30.9901	3	1	0	24.0017
30.9951	1	1	0	-18.1901
30.9951	3	1	0	24.0017
31.0001	1	1	0	-18.1901
31.0001	3	1	0	24.0017
31.0051	1	1	0	-18.1901
31.0051	3	1	0	24.0017
31.0101	1	1	0	-18.1901
31.0101	3	1	0	24.0017
31.0151	1	1	0	-18.1901
31.0151	3	1	0	24.0017
31.0161	1	1	0	8.91451
31.0201	1	1	0	-18.1901
31.0201	3	1	0	24.0017
31.0251	1	1	0	-18.1901
31.0251	3	1	0	24.0017
31.0301	1	1	0	-18.1901
31.0301	3	1	0	24.0017
31.0351	1	1	0	-18.1901
31.0351	3	1	0	24.0017
31.0391	3	1	0	61.6913
31.0401	1	1	0	-18.1901
31.0401	3	1	0	24.0017
31.0451	1	1	0	-18.1901
31.0451	3	1	0	24.0017
31.0501	1	1	0	-18.1901
31.0501	3	1	0	24.0017
31.0551	1	1	0	-18.1901
31.0551	3	1	0	24.0017
31.0601	1	1	0	-18.1901
31.0601	3	1	0	24.0017
31.0651	1	1	0	-18.1901
31.0651	3	1	0	24.0017
31.0701	1	1	0	-18.1901
31.0701	3	1	0	24.0017
31.0751	1	1	0	-18.1901
31.0751	3	1	0	24.0017
31.0801	1	1	0	-18.1901
31.0801	3	1	0	24.0017
31.0851	1	1	0	-18.1901
31.0851	3	1	0	24.0017
31.0901	1	1	0	-18.1901
31.0901	3	1	0	24.0017
31.0951	1	1	0	-18.1901
31.0951	3	1	0	24.0017
31.0961	1	1	0	8.91451
31.1001	1	1	0	-18.1901
31.1001	3	1	0	24.0017
31.1051	1	1	0	-18.1901
31.1051	3	1	0	24.0017
31.1101	1	1	0	-18.1901
31.1101	3	1	0	24.0017
31.1151	1	1	0	-18.1901
31.1151	3	1	0	24.0017
31.1191	3	1	0	61.6913
31.1201	1	1	0	-18.1901
31.1201	3	1	0	24.0017
31.1251	1	1	0	-18.1901
31.1251	3	1	0	24.0017
31.1301	1	1	0	-18.1901
31.1301	3	1	0	24.0017
31.1351	1	1	0	-18.1901
31.1351	3	1	0	24.0017
31.1401	1	1	0	-18.1901
31.1401	3	1	0	24.0017
31.1451	1	1	0	-18.1901
31.1451	3	1	0	24.0017
31.1501	1	1	0	-18.1901
31.1501	3	1	0	24.0017
31.1551	1	1	0	-18.1901
31.1551	3	1	0	24.0017
31.1601	1	1	0	-18.1901
31.1601	3	1	0	24.0017
31.1651	1	1	0	-18.1901
31.1651	3	1	0	24.0017
31.1701	1	1	0	-18.1901
31.1701	3	1	0	24.0017
31.1751	1	1	0	-18.1901
31.1751	3	1	0	24.0017
31.1761	1	1	0	8.91451
31.1801	1	1	0	-18.1901
31.1801	3	1	0	24.0017
31.1851	1	1	0	-18.1901
31.1851	3	1	0	24.0017
31.1901	1	1	0	-18.1901
31.1901	3	1	0	24.0017
31.1951	1	1	0	-18.1901
31.1951	3	1	0	24.0017
31.1991	3	1	0	61.6913
31.2001	1	1	0	-18.1901
31.2001	3	1	0	24.0017
31.2051	1	1	0	-18.1901
31.2051	3	1	0	24.0017
31.2101	1	1	0	-18.1901
31.2101	3	1	0	24.0017
31.2151	1	1	0	-18.1901
31.2151	3	1	0	24.0017
31.2201	1	1	0	-18.1901
31.2201	3	1	0	24.0017
31.2251	1	1	0	-18.1901
31.2251	3	1	0	24.0017
31.2301	1	1	0	-18.1901
31.2301	3	1	0	24.0017
31.2351	1	1	0	-18.1901
31.2351	3	1	0	24.0017
31.2401	1	1	0	-18.1901
31.2401	3	1	0	24.0017
31.2451	1	1	0	-18.1901
31.2451	3	1	0	24.0017
31.2501	1	1	0	-18.1901
31.2501	3	1	0	24.0017
31.2551	1	1	0	-18.1901
31.2551	3	1	0	24.0017
31.2561	1	1	0	8.91451
31.2601	1	1	0	-18.1901
31.2601	3	1	0	24.0017
31.2651	1	1	0	-18.1901
31.2651	3	1	0	24.0017
31.2701	1	1	0	-18.1901
31.2701	3	1	0	24.0017
31.2751	1	1	0	-18.1901
31.2751	3	1	0	24.0017
31.2791	3	1	0	61.6913
31.2801	1	1	0	-18.1901
31.2801	3	1	0	24.0017
31.2851	1	1	0	-18.1901
31.2851	3	1	0	24.0017
31.2901	1	1	0	-18.1901
31.2901	3	1	0	24.0017
31.2951	1	1	0	-18.1901
31.2951	3	1	0	24.0017
31.3001	1	1	0	-18.1901
31.3001	3	1	0	24.0017
31.3051	1	1	0	-18.1901
31.3051	3	1	0	24.0017
31.3101	1	1	0	-18.1901
31.3101	3	1	0	24.0017
31.3151	1	1	0	-18.1901
31.3151	3	1	0	24.0017
31.3201	1	1	0	-18.1901
31.3201	3	1	0	24.0017
31.3251	1	1	0	-18.1901
31.3251	3	1	0	24.0017
31.3301	1	1	0	-18.1901
31.3301	3	1	0	24.0017
31.3351	1	1	0	-18.1901
31.3351	3	1	0	24.0017
31.3361	1	1	0	8.91451
31.3401	1	1	0	-18.1901
31.3401	3	1	0	24.0017
31.3451	1	1	0	-18.1901
31.3451	3	1	0	24.0017
31.3501	1	1	0	-18.1901
31.3501	3	1	0	24.0017
31.3551	1	1	0	-18.1901
31.3551	3	1	0	24.0017
31.3591	3	1	0	61.6913
31.3601	1	1	0	-18.1901
31.3601	3	1	0	24.0017
31.3651	1	1	0	-18.1901
31.3651	3	1	0	24.0017
31.3701	1	1	0	-18.1901
31.3701	3	1	0	24.0017
31.3751	1	1	0	-18.1901
31.3751	3	1	0	24.0017
31.3801	1	1	0	-18.1901
31.3801	3	1	0	24.0017
31.3851	1	1	0	-18.1901
31.3851	3	1	0	24.0017
31.3901	1	1	0	-18.1901
31.3901	3	1	0	24.0017
31.3951	1	1	0	-18.1901
31.3951	3	1	0	24.0017
31.4001	1	1	0	-18.1901
31.4001	3	1	0	24.0017
31.4051	1	1	0	-18.1901
31.4051	3	1	0	24.0017
31.4101	1	1	0	-18.1901
31.4101	3	1	0	24.0017
31.4151	1	1	0	-18.1901
31.4151	3	1	0	24.0017
31.4161	1	1	0	8.91451
31.4201	1	1	0	-18.1901
31.4201	3	1	0	24.0017
31.4251	1	1	0	-18.1901
31.4251	3	1	0	24.0017
31.4301	1	1	0	-18.1901
31.4301	3	1	0	24.0017
31.4351	1	1	0	-18.1901
31.4351	3	1	0	24.0017
31.4391	3	1	0	61.6913
31.4401	1	1	0	-18.1901
31.4401	3	1	0	24.0017
31.4451	1	1	0	-18.1901
31.4451	3	1	0	24.0017
31.4501	1	1	0	-18.1901
31.4501	3	1	0	24.0017
31.4551	1	1	0	-18.1901
31.4551	3	1	0	24.0017
31.4601	1	1	0	-18.1901
31.4601	3	1	0	24.0017
31.4651	1	1	0	-18.1901
31.4651	3	1	0	24.0017
31.4701	1	1	0	-18.1901
31.4701	3	1	0	24.0017
31.4751	1	1	0	-18.1901
31.4751	3	1	0	24.0017
31.4801	1	1	0	-18.1901
31.4801	3	1	0	24.0017
31.4851	1	1	0	-18.1901
31.4851	3	1	0	24.0017
31.4901	1	1	0	-18.1901
31.4901	3	1	0	24.0017
31.4951	1	1	0	-18.1901
31.4951	3	1	0	24.0017
31.4961	1	1	0	8.91451
31.5001	1	1	0	-18.1901
31.5001	3	1	0	24.0017
31.5051	1	1	0	-18.1901
31.5051	3	1	0	24.0017
31.5101	1	1	0	-18.1901
31.5101	3	1	0	24.0017
31.5151	1	1	0	-18.1901
31.5151	3	1	0	24.0017
31.5191	3	1	0	61.6913
31.5201	1	1	0	-18.1901
31.5201	3	1	0	24.0017
31.5251	1	1	0	-18.1901
31.5251	3	1	0	24.0017
31.5301	1	1	0	-18.1901
31.5301	3	1	0	24.0017
31.5351	1	1	0	-18.1901
31.5351	3	1	0	24.0017
31.5401	1	1	0	-18.1901
31.5401	3	1	0	24.0017
31.5451	1	1	0	-18.1901
31.5451	3	1	0	24.0017
31.5501	1	1	0	-18.1901
31.5501	3	1	0	24.0017
31.5551	1	1	0	-18.1901
31.5551	3	1	0	24.0017
31.5601	1	1	0	-18.1901
31.5601	3	1	0	24.0017
31.5651	1	1	0	-18.1901
31.5651	3	1	0	24.0017
31.5701	1	1	0	-18.1901
31.5701	3	1	0	24.0017
