Time	CellId	RNTI	BWPId	SINR(dB)
0.413929	1	1	0	-11.0268
0.413929	3	1	0	38.6167
0.414929	1	1	0	-11.0268
0.414929	3	1	0	38.6167
0.415929	1	1	0	-11.0268
0.415929	3	1	0	38.6167
0.416929	1	1	0	-11.0268
0.416929	3	1	0	38.6167
0.417929	1	1	0	-11.0268
0.417929	3	1	0	38.6167
0.418929	1	1	0	-11.0268
0.418929	3	1	0	38.6167
0.419143	3	1	0	38.6167
0.419929	1	1	0	29.2314
0.420929	1	1	0	29.6093
0.421929	1	1	0	29.6093
0.422929	1	1	0	29.6093
0.423929	1	1	0	29.6093
0.424929	1	1	0	29.6093
0.425143	1	1	0	29.6093
